Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,11097,0,150.0,170.26369334953023,111.94639999303035,1490.0293000100646,7559.0,31.068483193301685,0.0,150,150,160,170,220,320,440,630,1100,1200,1500
,Aggregated,11097,0,150.0,170.26369334953023,111.94639999303035,1490.0293000100646,7559.0,31.068483193301685,0.0,150,150,160,170,220,320,440,630,1100,1200,1500
